Game Version,Player ID,Name,Age,Nationality,Overall,Potential,Club,Value In (M),Wage In (K),Preferred Foot,International Reputation,Weak Foot,Skill Moves,Real Face,Joined,Contract Valid Until,Release Clause (M),Postion,Height (cm),Weigth (Kg),Attack Rate,Defence Rate
FIFA23,254175,P. Fuentes,26,Peru,67,72,Cienciano,1.3,500,Right,1,3,2,No,17/11/2021 00:00,2022,2.9,RCB,178,75,Medium, Medium
FIFA23,224335,L. Cueto,26,Germany,67,68,Karlsruher SC,1.2,6,Right,1,4,3,No,01/07/2021 00:00,2023,2,RW,175,75,High, Low
FIFA23,253878,E. Fereira,21,Venezuela,67,77,Casa Pia,2.2,2,Right,1,3,3,No,25/07/2022 00:00,2025,5,SUB,170,75,Medium, Low
FIFA23,258746,M. Braida,25,Argentina,67,70,San Lorenzo de Almagro,1.3,5,Right,1,3,3,No,18/01/2022 00:00,2024,2,SUB,175,75,Medium, Low
FIFA23,253464,M. Højholt,21,Denmark,67,77,Aalborg BK,2.2,4,Right,1,3,2,No,25/09/2019 00:00,2024,3.2,RCM,182,75,High, High
FIFA23,235647,H. Sarpei,23,Ghana,67,72,FC Ingolstadt 04,1.4,3,Right,1,3,2,Yes,01/01/2022 00:00,2024,2.1,RDM,178,75,Medium, Medium
FIFA23,263756,R. Márquez,20,Argentina,67,74,Club Atlético Independiente,2,4,Left,1,3,3,No,01/07/2021 00:00,2023,3.4,SUB,177,75,Medium, Medium
FIFA23,243442,E. Aiwu,21,Austria,67,77,US Cremonese,2.1,3,Right,1,3,2,No,05/08/2022 00:00,2026,4.2,SUB,185,75,Medium, Medium
FIFA23,257265,Matheus Silva,23,Brazil,67,72,Moreirense FC,1.4,4,Right,1,3,2,No,27/08/2020 00:00,2023,3,SUB,182,75,Medium, Medium
FIFA23,229610,R. Becker,25,Germany,67,71,SG Dynamo Dresden,1.3,3,Right,1,2,2,No,29/07/2020 00:00,2023,2,RB,183,75,Medium, Medium
FIFA23,206083,J. Murphy,27,England,67,67,Oxford United,1.1,5,Right,1,4,4,Yes,26/07/2022 00:00,2024,1.9,SUB,173,75,High, Low
FIFA23,259699,I. Jara,25,Chile,67,70,Unión Española,1.3,2,Left,1,3,3,No,07/01/2022 00:00,2022,1.9,RES,168,75,Medium, Low
FIFA23,244297,G. Beridze,25,Georgia,67,70,MKE Ankaragücü,1.3,6,Left,1,3,3,No,17/06/2022 00:00,2024,2.6,SUB,174,75,Medium, Medium
FIFA23,267632,L. Pászka,26,Hungary,67,69,Ferencvárosi TC,1.2,500,Left,1,3,2,No,14/02/2022 00:00,2023,2.7,SUB,176,75,High, High
FIFA23,208790,Z. Bakkali,26,Belgium,67,68,RKC Waalwijk,1.2,4,Right,1,4,4,No,03/08/2022 00:00,2024,1.8,SUB,168,75,Medium, Low
FIFA23,223751,G. Jung,27,Germany,67,68,SpVgg Greuther Fürth,1,4,Right,1,3,2,Yes,01/07/2021 00:00,2023,1.7,SUB,189,75,High, Medium
FIFA23,254525,P. Gueye,22,Senegal,67,75,KV Kortrijk,2.3,5,Right,1,3,3,No,31/01/2020 00:00,2024,3.8,ST,188,75,High, Medium
FIFA23,262898,J. Ceka,22,Germany,67,72,1. FC Magdeburg,1.6,5,Left,1,4,3,No,01/07/2021 00:00,2023,2.6,RW,169,75,Medium, Medium
FIFA23,253526,J. Bazán,29,Peru,67,67,Sport Huancayo,1,500,Right,1,4,2,No,01/01/2019 00:00,2024,2.2,LM,170,75,High, Medium
FIFA23,259858,J. Bolívar,20,Venezuela,67,84,Deportivo La Guaira FC,2.7,500,Right,1,3,2,No,01/01/2022 00:00,2023,7.5,LS,175,75,High, Medium
FIFA23,253296,M. Laborda,22,Uruguay,67,75,Club Nacional de Football,2.1,500,Right,1,3,2,No,01/01/2019 00:00,2022,5,SUB,182,75,Medium, Medium
FIFA23,255154,B. Milovanov,24,Ukraine,67,74,FC Arouca,1.9,2,Right,1,3,2,No,15/07/2022 00:00,2024,4.3,SUB,178,75,High, High
FIFA23,250976,L. Bessilé,23,Togo,67,73,Royal Charleroi S.C.,1.5,4,Left,1,2,2,No,31/08/2021 00:00,2023,2.6,SUB,183,75,Medium, High
FIFA23,246787,Hugo Vallejo,22,Spain,67,76,Real Valladolid CF,2.3,7,Right,1,4,3,No,25/08/2021 00:00,2024,5.5,RES,185,75,Medium, Medium
FIFA23,269361,A. Silipo,21,Italy,67,76,Palermo,2.3,2,Left,1,2,4,No,01/07/2020 00:00,2024,4,SUB,170,75,High, Medium
FIFA23,220019,M. Harness,26,England,67,67,Ipswich Town,1.1,6,Right,1,4,4,No,15/07/2022 00:00,2025,1.9,LW,180,75,High, High
FIFA23,239614,Areso,22,Spain,67,76,CA Osasuna,2.2,7,Right,1,2,2,No,01/07/2021 00:00,2026,5.1,RES,182,75,Medium, Medium
FIFA23,257471,Luís Mata,24,Portugal,67,71,Pogoń Szczecin,1.4,3,Left,1,3,2,No,20/07/2020 00:00,2023,2,LB,181,75,High, Medium
FIFA23,234924,A. Diakhaby,24,France,67,69,Amiens SC,1.3,2,Left,1,2,3,No,02/02/2021 00:00,2022,2.4,SUB,184,75,Medium, Low
FIFA23,267607,F. Castañeda,26,Colombia,67,67,Warta Poznań,1.1,2,Right,1,4,3,No,11/02/2022 00:00,2022,1.5,LF,172,75,High, Medium
FIFA23,260121,André Amaro,19,Portugal,67,79,Vitória de Guimarães,2.3,2,Right,1,3,2,No,01/07/2020 00:00,2025,5.3,SUB,186,75,Medium, Medium
FIFA23,258467,L. Romero,17,Argentina,67,86,Lazio,2.5,3,Left,1,3,3,No,20/07/2021 00:00,2024,5.8,RES,166,75,Medium, Medium
FIFA23,254541,M. Juwara,20,Gambia,67,78,Bologna,2.3,9,Left,1,3,3,No,25/05/2019 00:00,2024,4.4,SUB,170,75,Medium, Medium
FIFA23,243244,H. Türkmen,24,Turkey,67,70,Trabzonspor,1.2,9,Right,1,4,2,No,22/11/2017 00:00,2023,2.4,SUB,183,75,Medium, High
FIFA23,258598,N. Khacef,23,Algeria,67,74,CD Tondela,1.9,2,Left,1,2,2,No,03/09/2020 00:00,2022,4.4,SUB,179,75,Medium, Medium
FIFA23,248209,P. Maslov,21,Russia,67,75,Spartak Moskva,2.1,11,Right,1,3,2,No,01/07/2018 00:00,2024,3.8,RES,184,75,Medium, High
FIFA23,257803,D. Miculescu,21,Romania,67,76,FCSB (Steaua),2.3,5,Left,1,3,3,No,01/08/2022 00:00,2023,3.6,SUB,189,75,Medium, Medium
FIFA23,262985,Nuno Moreira,23,Portugal,67,75,FC Vizela,2.3,2,Left,1,3,3,No,01/07/2021 00:00,2024,5.2,LW,175,75,High, Medium
FIFA23,263493,M. Makarić,26,Serbia,67,70,Aalborg BK,1.3,6,Right,1,4,3,No,16/07/2021 00:00,2025,1.7,SUB,185,75,Medium, Medium
FIFA23,253465,T. Mengi,20,England,67,79,Manchester United,2.3,19,Right,1,3,2,No,20/09/2019 00:00,2024,4.8,RES,183,75,High, High
FIFA23,261182,J. Malatini,21,Argentina,67,74,Club Atlético Talleres,2,4,Right,1,3,2,No,01/01/2019 00:00,2025,3.4,SUB,175,75,High, Medium
FIFA23,255700,A. Timossi Andersson,21,Sweden,67,78,SC Heerenveen,2.3,2,Right,1,4,3,No,06/07/2022 00:00,2026,3.8,SUB,170,75,Medium, Medium
FIFA23,260271,F. Supayabe,26,Bolivia,67,70,Club Deportivo Guabirá,1.2,500,Right,1,3,3,No,01/01/2016 00:00,2022,2.7,RB,176,75,Medium, High
FIFA23,260637,Lincoln,20,Brazil,67,75,Vissel Kobe,2.3,3,Right,1,3,3,No,20/01/2021 00:00,2024,3.5,SUB,180,75,Medium, Low
FIFA23,256705,J. Elvedi,25,Switzerland,67,70,SSV Jahn Regensburg,1.2,5,Right,1,3,2,No,24/07/2020 00:00,2023,2,LCB,187,75,Medium, High
FIFA23,255761,J. Puljić,26,Croatia,67,67,Jagiellonia Białystok,1.1,4,Right,1,5,2,No,03/02/2020 00:00,2022,1.5,ST,187,75,Medium, Medium
FIFA23,254019,N. Gioacchini,21,United States,67,77,Orlando City Soccer Club,2.3,2,Right,1,3,3,No,20/07/2022 00:00,2024,3.9,SUB,183,75,Medium, Medium
FIFA23,225072,Z. Vyner,25,England,67,72,Bristol City,1.3,10,Right,1,3,2,No,19/08/2014 00:00,2023,2.6,RCB,187,75,Medium, Medium
FIFA23,233602,G. Hirst,23,England,67,73,Leicester City,1.6,21,Right,1,3,3,No,05/07/2019 00:00,2023,3.4,RES,191,75,High, Medium
FIFA23,253384,C. Ibañez,22,Argentina,67,77,Club Atlético Huracán,2.2,4,Left,1,2,2,No,15/09/2019 00:00,2023,3.7,LB,179,75,Medium, Medium
FIFA23,220185,B. Barker,24,England,67,70,Reading,1.4,9,Right,1,4,3,Yes,15/02/2022 00:00,2022,2.8,SUB,180,75,Medium, Medium
FIFA23,263365,A. Martínez,24,Argentina,67,69,Club Atlético Central Córdoba,1.3,4,Left,1,3,3,No,15/07/2021 00:00,2024,2,LM,170,75,High, Medium
FIFA23,259706,P. Delvalle,28,Paraguay,67,67,Club Sol de América,1,500,Left,1,3,3,No,05/01/2021 00:00,2024,2.2,RM,172,75,High, Medium
FIFA23,236248,B. Woodburn,22,Wales,67,77,Preston North End,2.3,10,Right,1,4,3,Yes,04/07/2022 00:00,2023,4.8,SUB,174,75,High, Medium
FIFA23,264205,N. Angulo,19,Ecuador,67,78,RSC Anderlecht,2.2,4,Right,1,3,4,No,01/07/2022 00:00,2027,3.7,RES,182,75,Medium, Medium
FIFA23,253796,A. Ferro,21,Venezuela,67,78,Metropolitanos de Caracas FC,2.1,500,Right,1,3,2,No,01/01/2019 00:00,2024,4.9,RCB,183,75,Medium, High
FIFA23,259796,R. Balderrama,26,Bolivia,67,68,Club Atlético Palmaflor,1.2,500,Right,1,3,3,No,01/01/2020 00:00,2022,2.7,RW,172,75,High, Medium
FIFA23,255061,O. Bonsu,21,Ghana,67,79,Caracas Fútbol Club,2.5,500,Right,1,3,4,No,01/01/2020 00:00,2022,5.9,RM,168,75,Medium, Medium
FIFA23,252573,A. Terzić,22,Serbia,67,76,Fiorentina,2.2,12,Left,1,2,2,No,01/07/2019 00:00,2024,4.2,RES,184,75,Medium, Medium
FIFA23,257937,B. Süleyman,25,Turkey,67,67,Göztepe SK,1.1,8,Right,1,3,3,No,08/08/2020 00:00,2022,2.2,RES,169,75,Medium, Medium
FIFA23,269744,Rui Mendes,22,Portugal,67,73,FC Emmen,1.6,3,Right,1,4,3,No,30/07/2021 00:00,2023,2.6,RM,179,75,High, Medium
FIFA23,240317,Ž. Celar,23,Slovenia,67,75,FC Lugano,2.3,4,Right,1,2,3,No,27/08/2021 00:00,2025,3.8,ST,186,75,Medium, Medium
FIFA23,253225,A. Tapsoba,20,Burkina Faso,67,77,Standard de Liège,2.3,5,Right,1,3,3,No,11/06/2020 00:00,2025,3.9,RES,177,75,Medium, Medium
FIFA23,256453,A. Sarr,21,Sweden,67,78,SC Heerenveen,2.3,3,Right,1,3,3,No,31/01/2022 00:00,2025,3.8,LS,188,75,Medium, Medium
FIFA23,238885,Matheus Aiás,25,Brazil,67,72,Racing Santander,1.5,4,Right,1,5,3,No,08/07/2022 00:00,2025,2.4,SUB,175,75,Medium, Medium
FIFA23,262311,B. van Rooij,21,Netherlands,67,72,N.E.C. Nijmegen,1.5,3,Right,1,3,2,No,01/07/2019 00:00,2023,2.3,RB,174,75,Medium, High
FIFA23,253867,L. Flores,24,Venezuela,67,70,Caracas Fútbol Club,1.4,500,Left,1,3,3,No,01/07/2015 00:00,2022,3.1,LDM,176,75,High, Low
FIFA23,241995,L. Dietz,25,Germany,67,72,Viktoria Köln,1.3,2,Right,1,3,2,No,01/07/2022 00:00,2023,2,RCB,190,75,Medium, High
FIFA23,270387,H. Šabanović,22,Bosnia and Herzegovina,67,76,Angers SCO,2.2,6,Right,1,3,2,No,29/06/2022 00:00,2025,4.8,RB,182,75,Medium, Medium
FIFA23,250789,D. Bakwa,19,France,67,79,FC Girondins de Bordeaux,2.4,2,Right,1,3,3,No,01/07/2019 00:00,2025,4.8,RW,179,75,Medium, Medium
FIFA23,235126,F. Orlando,25,Italy,67,69,US Salernitana 1919,1.3,9,Left,1,3,3,No,26/04/2022 00:00,2025,2.4,SUB,168,75,High, Medium
FIFA23,245391,S. Sy,23,France,67,73,US Salernitana 1919,1.5,7,Left,1,2,2,No,20/01/2021 00:00,2024,3,SUB,174,75,Medium, Medium
FIFA23,258376,J. Benguché,25,Honduras,67,70,Cerro Largo Fútbol Club,1.4,500,Right,1,3,3,No,16/03/2022 00:00,2025,3.1,RS,189,75,High, Medium
FIFA23,238079,Bruno Rodrigues,24,Brazil,67,70,Futebol Clube de Famalicão,1.4,3,Right,1,4,3,No,13/12/2019 00:00,2022,3,LW,177,75,Medium, Medium
FIFA23,263732,Anderson Cordeiro,23,Brazil,67,76,Casa Pia,2.3,2,Right,1,3,3,No,02/08/2022 00:00,2025,5.2,RW,176,75,Medium, Medium
FIFA23,253241,R. Bogarín,25,Paraguay,67,70,Club Libertad,1.3,500,Right,1,4,3,No,07/01/2019 00:00,2022,3,SUB,178,75,Medium, Low
FIFA23,237328,N. Tella,22,England,67,76,Southampton,2.3,14,Right,1,2,3,Yes,09/06/2017 00:00,2025,4.8,RES,173,75,High, Low
FIFA23,255258,Óscar Clemente,23,Spain,67,76,Unión Deportiva Las Palmas,2.3,3,Left,1,3,3,No,19/08/2020 00:00,2023,4.1,SUB,175,75,Medium, Medium
FIFA23,262566,F. Zabala,23,Argentina,67,73,Venezia FC,1.5,2,Left,1,2,2,No,01/07/2022 00:00,2025,2.7,SUB,172,75,Medium, Medium
FIFA23,265609,G. Enrique,22,Argentina,67,75,Gimnasia y Esgrima La Plata,2.2,5,Right,1,2,2,No,01/11/2021 00:00,2025,3.7,RB,174,75,Medium, Medium
FIFA23,258958,O. Filippov,28,Ukraine,67,67,Sint-Truidense VV,1,6,Right,1,3,2,No,22/09/2020 00:00,2023,1.5,RES,183,75,Medium, Medium
FIFA23,255516,G. Mbenza,22,Congo,67,76,Al Tai,2.3,7,Right,1,3,2,No,15/07/2022 00:00,2024,4.3,ST,182,75,High, High
FIFA23,233047,J. Latibeaudiere,22,Jamaica,67,75,Swansea City,2.1,8,Right,1,3,2,Yes,16/10/2020 00:00,2023,4.4,RWB,180,75,Medium, Medium
FIFA23,263672,E. Achouri,23,France,67,75,Estoril Praia,2.3,3,Right,1,3,3,No,30/06/2021 00:00,2023,5.2,SUB,177,75,Medium, Medium
FIFA23,237391,M. De Luca,23,Italy,67,73,U.C. Sampdoria,1.6,6,Right,1,4,2,No,26/08/2021 00:00,2025,3.2,SUB,190,75,Medium, Low
FIFA23,228243,N. Loosli,25,Switzerland,67,72,Grasshopper Club Zürich,1.3,4,Right,1,3,2,No,17/08/2021 00:00,2023,2,RCB,186,75,Low, Medium
FIFA23,261044,D. Cambindo,26,Colombia,67,69,Independiente Medellín,1.3,1,Right,1,3,2,No,13/07/2022 00:00,2022,1.9,SUB,183,75,High, Medium
FIFA23,216265,U. Ikpeazu,27,Uganda,67,68,Middlesbrough,1.2,11,Right,1,4,2,No,02/07/2021 00:00,2024,2.4,SUB,191,75,High, Low
FIFA23,231947,Oh Se Hun,22,Korea Republic,67,75,Shimizu S-Pulse,2.3,2,Left,1,4,2,No,24/02/2022 00:00,2024,3.3,SUB,193,75,Medium, Medium
FIFA23,259533,F. González,21,Argentina,67,82,Newell's Old Boys,2.5,5,Left,1,3,3,No,21/04/2019 00:00,2024,5.3,RW,170,75,Medium, Medium
FIFA23,261636,Felippe Cardoso,22,Brazil,67,74,Vegalta Sendai,2.1,2,Right,1,4,2,No,08/07/2021 00:00,2025,3,RS,186,75,High, Medium
FIFA23,270478,Marquinhos,25,Brazil,67,70,APOEL Nicosia FC,1.3,500,Right,1,3,2,No,08/07/2022 00:00,2025,2.9,SUB,174,75,Medium, Low
FIFA23,227573,D. Nazon,27,Haiti,67,67,US Quevilly Rouen Métropole,1.1,3,Right,1,3,3,No,27/07/2021 00:00,2023,1.9,ST,181,75,High, Low
FIFA23,266032,J. Bynoe-Gittens,17,England,67,87,Borussia Dortmund,2.8,2,Right,1,3,4,No,08/04/2022 00:00,2026,7.6,SUB,175,75,Medium, Medium
FIFA23,264555,I. Laquintana,23,Uruguay,67,74,Club Atlético Peñarol,2,500,Right,1,3,2,No,26/08/2021 00:00,2023,4.7,RM,172,75,Medium, Low
FIFA23,269512,K. Daněk,19,Czech Republic,67,78,AC Sparta Praha,2.2,500,Left,1,3,3,No,21/06/2022 00:00,2027,5.3,SUB,182,75,Medium, Medium
FIFA23,237242,F. Román,26,Colombia,67,70,Atlético Nacional,1.2,2,Right,1,3,2,Yes,15/06/2022 00:00,2023,1.8,SUB,183,75,Low, Medium
FIFA23,246298,K. Sidibé,23,France,67,72,Toulouse Football Club,1.4,5,Right,1,3,2,No,03/11/2018 00:00,2023,2.9,RES,200,75,Medium, High
FIFA23,255766,W. Azaro,26,Morocco,67,69,Ettifaq FC,1.3,11,Right,1,3,2,No,16/10/2020 00:00,2022,2.2,ST,183,75,High, Medium
FIFA23,259855,E. Shuranov,20,Germany,67,77,1. FC Nürnberg,2.3,4,Right,1,4,3,No,06/12/2020 00:00,2024,4.1,SUB,184,75,Medium, Medium
FIFA23,245856,M. Batmaz,22,Turkey,67,73,Karlsruher SC,1.6,5,Right,1,3,3,No,25/08/2018 00:00,2024,2.8,SUB,180,75,Medium, Medium
FIFA23,228682,R. Rebolledo,25,Chile,67,71,Universidad Católica,1.3,3,Right,1,2,3,Yes,01/01/2014 00:00,2022,1.9,SUB,172,75,Medium, Medium
FIFA23,256731,J. Krasso,24,Côte d'Ivoire,67,72,AS Saint-Étienne,1.6,3,Left,1,3,3,No,08/06/2020 00:00,2023,3,ST,187,75,High, Low
FIFA23,255349,J. Sosa,20,Uruguay,67,77,Liverpool Fútbol Club,2.1,500,Left,1,3,2,No,01/01/2020 00:00,2023,4.9,LCB,188,75,Medium, High
FIFA23,262513,Karrikaburu,19,Spain,67,82,Real Sociedad,2.4,7,Right,1,3,3,No,01/07/2022 00:00,2026,6.5,RES,183,75,Medium, Medium
FIFA23,245537,E. Ceïde,20,Norway,67,77,U.S. Sassuolo Calcio,2.2,8,Right,1,2,4,No,01/07/2022 00:00,2026,4.2,SUB,175,75,Medium, Medium
FIFA23,231185,G. Osho,23,England,67,74,Luton Town,1.9,9,Right,1,3,2,No,18/11/2020 00:00,2024,4,RCB,185,75,High, Medium
FIFA23,253561,J. Collazos,29,Colombia,67,67,Club Atlético Grau,1,500,Right,1,3,2,No,10/01/2020 00:00,2024,2.2,ST,180,75,Low, Medium
FIFA23,262353,G. Sangaré,25,Burkina Faso,67,73,US Quevilly Rouen Métropole,1.4,2,Right,1,2,2,No,01/07/2018 00:00,2023,2.7,LDM,180,75,Medium, Medium
FIFA23,218658,D. Iorfa,27,England,67,68,Sheffield Wednesday,1,5,Right,1,3,2,No,31/01/2019 00:00,2023,1.8,CB,193,75,High, High
FIFA23,257319,A. Virginius,19,France,67,84,FC Sochaux-Montbéliard,2.6,2,Right,1,3,3,No,06/07/2020 00:00,2023,6.2,SUB,175,75,High, Medium
FIFA23,251446,E. Mihaj,23,Albania,67,74,PAOK,1.9,500,Right,1,2,2,No,01/07/2019 00:00,2023,4.6,LCB,186,75,Low, Medium
FIFA23,268097,M. Ádám,27,Hungary,67,68,Ulsan Hyundai FC,1.2,5,Left,1,2,2,No,18/07/2022 00:00,2026,1.7,SUB,191,75,Medium, Medium
FIFA23,268070,L. Caicedo,24,Ecuador,67,71,Delfín Sporting Club,1.3,500,Right,1,3,2,No,01/01/2022 00:00,2023,2.9,RCB,187,75,Medium, High
FIFA23,259322,R. Cristóbal,25,Uruguay,67,72,Atlético Tucumán,1.4,4,Right,1,3,2,No,22/04/2021 00:00,2023,2.2,SUB,182,75,Low, Medium
FIFA23,254461,N. Viera,28,Paraguay,67,67,Club Sol de América,1,500,Right,1,3,2,No,17/11/2021 00:00,2023,2.2,RES,184,75,High, Low
FIFA23,266453,Gonçalo Borges,21,Portugal,67,82,FC Porto,2.5,3,Right,1,3,4,No,01/07/2020 00:00,2027,6.6,RES,184,75,High, Medium
FIFA23,262474,C. Odenthal,21,Netherlands,67,76,Como,2.1,950,Right,1,3,2,No,26/07/2022 00:00,2025,3.7,RES,190,75,Medium, Medium
FIFA23,245849,M. Ross,21,Denmark,67,75,Aalborg BK,2.1,4,Right,1,3,2,No,02/09/2018 00:00,2025,3,RCB,191,75,Medium, High
FIFA23,265578,Ilias,18,Spain,67,83,FC Barcelona,2.6,15,Left,1,4,4,No,01/07/2021 00:00,2023,7,RES,175,75,Medium, Medium
FIFA23,244400,K. Ademi,25,Switzerland,67,70,SC Paderborn 07,1.4,6,Right,1,3,2,No,31/01/2022 00:00,2022,2.3,SUB,198,75,Medium, Low
FIFA23,260139,R. Morales,22,Paraguay,67,74,Club Cerro Porteño,2.1,500,Right,1,3,2,No,01/07/2020 00:00,2022,4.9,RS,179,75,Medium, Medium
FIFA23,254952,I. Pitta,21,Paraguay,67,77,SD Huesca,2.3,4,Right,1,3,2,No,16/08/2021 00:00,2025,4.1,SUB,183,75,High, Medium
FIFA23,267860,V. Gómez,19,Argentina,67,82,Vélez Sarsfield,2.3,2,Left,1,3,2,No,01/01/2022 00:00,2024,4.9,SUB,181,75,Medium, Medium
FIFA23,245689,E. Ferigra,23,Ecuador,67,78,Unión Deportiva Las Palmas,2.1,3,Right,1,2,2,No,01/07/2021 00:00,2024,3.8,SUB,180,75,Low, Medium
FIFA23,260257,M. Lacava,18,Venezuela,67,79,CD Tondela,2.4,1,Left,1,2,4,No,20/07/2019 00:00,2023,5.5,SUB,167,75,High, Medium
FIFA23,247360,L. Stergiou,20,Switzerland,67,84,FC St. Gallen 1879,2.5,3,Right,1,3,2,No,06/02/2019 00:00,2024,5.2,SUB,180,75,Low, Medium
FIFA23,236831,A. Seydel,26,Germany,67,69,SV Darmstadt 98,1.3,8,Left,1,4,3,No,06/08/2020 00:00,2024,2.2,SUB,199,75,Medium, Medium
FIFA23,262423,Córdoba,27,Spain,67,70,Burgos CF,1.2,3,Right,1,3,2,No,01/07/2019 00:00,2024,2,RCB,181,75,High, Medium
FIFA23,254859,A. Mighten,20,England,67,80,Nottingham Forest,2.5,15,Right,1,2,4,No,20/06/2018 00:00,2025,6.6,SUB,172,75,High, Medium
FIFA23,258116,F. Andueza,25,Uruguay,67,71,Club Atlético Sarmiento,1.3,4,Left,1,3,2,No,10/02/2020 00:00,2023,2,LCB,189,75,Medium, High
FIFA23,254692,E. Colley,22,Gambia,67,75,Atalanta,2.3,14,Right,1,3,2,No,01/02/2020 00:00,2025,4.4,RES,182,75,High, Low
FIFA23,251405,K. Ehlers,21,Germany,67,78,SG Dynamo Dresden,2.1,2,Right,1,3,2,No,17/04/2019 00:00,2024,3.5,RCB,186,75,Medium, Medium
FIFA23,241411,T. Holmes,22,England,67,74,Reading,1.9,6,Right,1,2,2,No,12/05/2017 00:00,2025,4,CB,189,75,Medium, Medium
FIFA23,262822,G. Mitoglou,22,Greece,67,77,AEK Athens,2.1,500,Right,1,3,2,No,29/06/2021 00:00,2025,5,RCB,195,75,Low, Medium
FIFA23,243185,P. Wiśniewski,23,Poland,67,74,Venezia FC,1.9,2,Right,1,3,2,No,01/07/2022 00:00,2025,3.4,RCB,194,75,Medium, Medium
FIFA23,269296,G. Durbant,30,France,67,67,Stade Lavallois Mayenne FC,1,3,Right,1,2,2,No,07/06/2021 00:00,2023,1.8,RS,183,75,High, Medium
FIFA23,239928,T. Müller,27,Germany,67,69,SC Paderborn 07,1.1,7,Right,1,3,2,No,01/07/2022 00:00,2022,1.8,SUB,188,75,Low, Medium
FIFA23,253144,C. Gogoua,26,Côte d'Ivoire,67,70,PFC CSKA Moscow,1.2,12,Right,1,3,2,No,29/08/2019 00:00,2023,2,RES,190,75,Medium, High
FIFA23,248405,M. McGuinness,21,Republic of Ireland,67,76,Cardiff City,2.1,8,Right,1,2,3,No,01/07/2021 00:00,2024,4.3,SUB,194,75,Medium, High
FIFA23,260697,I. Hien,23,Sweden,67,76,Djurgårdens IF,2.1,2,Right,1,3,2,No,01/01/2021 00:00,2024,3,RCB,191,75,Medium, Medium
FIFA23,261227,S. Akinyoola,22,Benin,67,78,Caracas Fútbol Club,2.3,500,Right,1,3,2,No,18/01/2021 00:00,2023,5.4,ST,173,75,Medium, Medium
FIFA23,257978,S. Soumano,21,Senegal,67,76,FC Lorient,2.3,6,Right,1,3,2,No,19/08/2021 00:00,2024,5.1,RES,182,75,Medium, Medium
FIFA23,253400,Vitao,21,Brazil,67,75,Shakhtar Donetsk,2.1,500,Right,1,3,2,No,02/09/2019 00:00,2024,5,SUB,185,75,Medium, Medium
FIFA23,257957,M. Rente,24,Germany,67,73,Heracles Almelo,1.5,2,Right,1,3,2,No,03/08/2020 00:00,2023,2.5,RCB,184,75,Medium, High
FIFA23,258573,Eduardo Mancha,24,Brazil,67,72,SC Farense,1.4,2,Left,1,3,2,No,01/09/2020 00:00,2022,3,LCB,187,75,High, Medium
FIFA23,259928,F. Pizzichillo,25,Uruguay,67,70,Santos Laguna,1.2,7,Right,1,2,2,No,27/07/2018 00:00,2025,2.1,SUB,177,75,High, High
FIFA23,228997,C. Goode,26,England,67,69,Brentford,1.1,14,Right,1,2,2,No,19/08/2020 00:00,2024,2.2,SUB,196,75,Medium, Medium
FIFA23,258747,Guillem Molina,20,Spain,67,76,Valencia CF,2.1,7,Right,1,3,2,No,01/07/2020 00:00,2022,4.8,RES,183,75,Low, High
FIFA23,258599,R. Ivanov,27,Finland,67,70,Warta Poznań,1.2,2,Right,1,2,3,No,25/09/2020 00:00,2022,1.7,CB,197,75,High, Medium
FIFA23,258972,I. Touré,19,France,67,83,Olympique de Marseille,2.5,6,Left,1,3,2,No,01/07/2022 00:00,2027,6.3,SUB,204,75,Medium, Medium
FIFA23,255461,Barbero,23,Spain,67,76,CA Osasuna,2.3,9,Right,1,3,3,No,01/07/2017 00:00,2023,5.3,SUB,186,75,Medium, Medium
FIFA23,261069,Cacá,22,Brazil,67,75,Tokushima Vortis,2.1,1,Right,1,3,2,No,14/02/2021 00:00,2023,3,LDM,187,75,Medium, Medium
FIFA23,258426,Yuri Matias,27,Brazil,67,70,CFR Cluj,1.2,6,Right,1,2,2,No,13/02/2022 00:00,2025,1.8,SUB,186,75,Medium, Medium
FIFA23,240334,Z. Medley,21,England,67,76,KV Oostende,2.1,3,Left,1,2,2,No,01/07/2021 00:00,2025,3.5,LCB,195,75,Medium, High
FIFA23,250813,L. Greiml,20,Austria,67,80,FC Schalke 04,2.3,6,Right,1,2,2,No,01/07/2022 00:00,2025,5.6,RES,186,75,Low, Medium
FIFA23,264311,R. Providence,20,France,67,78,Roma,2.2,14,Right,1,3,3,No,20/08/2021 00:00,2024,4.2,RES,178,75,High, Medium
FIFA23,258922,Marvin,22,Spain,67,79,Real Madrid CF,2.5,35,Right,1,4,4,No,01/07/2019 00:00,2023,5.6,RES,178,75,High, Low
FIFA23,247395,L. McNally,22,Republic of Ireland,67,75,Burnley,2.1,11,Right,1,2,2,No,28/06/2022 00:00,2026,4.4,SUB,193,75,Medium, Medium
FIFA23,255798,J. Sagredo,27,Bolivia,67,70,Club The Strongest,1.2,500,Right,1,3,2,No,28/01/2021 00:00,2022,2.7,RB,175,75,Medium, Medium
FIFA23,242533,J. Cascante,28,Costa Rica,67,69,Austin FC,1,3,Right,1,3,2,No,01/01/2021 00:00,2022,1.6,RCB,188,75,Medium, Medium
