Game Version,Player ID,Club,Value In (M),Wage In (K),Joined,Contract Valid Until,Release Clause (M)
FIFA22,188397,Servette FC,1.2,10,06/07/2021 00:00,2023,1.7
FIFA22,218621,Panathinaikos FC,1,500,23/08/2020 00:00,2022,2.2
FIFA22,214727,Club Deportivo Guadalajara,1.6,22,01/01/2012 00:00,2024,2.8
FIFA22,202350,Portimonense SC,1.2,5,01/07/2021 00:00,2024,2.5
FIFA22,203588,Vegalta Sendai,1.4,3,09/01/2021 00:00,2022,1.8
FIFA22,213010,UD Ibiza,1.2,4,20/07/2021 00:00,2022,1.9
FIFA22,188554,UD Logroñés,1.4,5,01/02/2021 00:00,2021,2.2
FIFA22,241931,Argentinos Juniors,2.1,6,01/01/2021 00:00,2022,3.3
FIFA22,233146,Kawasaki Frontale,1.2,6,01/01/2015 00:00,2022,1.6
FIFA22,256692,Paris FC,1.6,4,29/06/2020 00:00,2023,2.9
FIFA22,232849,FC Tokyo,2,5,01/01/2015 00:00,2022,2.7
FIFA22,211746,FC St. Pauli,1.2,9,01/07/2019 00:00,2022,1.9
FIFA22,205351,Sunderland,1.4,7,09/07/2021 00:00,2023,2.5
FIFA22,239641,Vitória de Guimarães,2,4,29/07/2021 00:00,2026,4.6
FIFA22,241150,SV Werder Bremen,3,4,01/07/2018 00:00,2023,5.4
FIFA22,229466,CD Huachipato,1.4,5,05/02/2019 00:00,2021,1.9
FIFA22,255533,İstanbul Başakşehir FK,3,13,31/01/2021 00:00,2025,6.6
FIFA22,239028,Sint-Truidense VV,2.8,7,19/06/2021 00:00,2023,4.6
FIFA22,202693,Middlesbrough,1.6,14,23/07/2021 00:00,2024,3.2
FIFA22,235151,Yokohama F. Marinos,1.2,6,25/01/2017 00:00,2022,1.6
FIFA22,242041,Nottingham Forest,1.9,19,31/08/2021 00:00,2024,3.8
FIFA22,183706,Coventry City,1.2,12,02/07/2021 00:00,2023,2.3
FIFA22,225812,Atlético Nacional,1.8,1,03/07/2014 00:00,2023,2.6
FIFA22,224648,Beijing Guoan FC,1.2,10,17/01/2015 00:00,2021,1.9
FIFA22,222382,Pachuca,2,8,01/07/2019 00:00,2021,3.6
FIFA22,200473,Holstein Kiel,1.4,13,05/07/2021 00:00,2024,2.2
FIFA22,246014,San Jose Earthquakes,2.1,3,13/02/2019 00:00,2023,3.5
FIFA22,245520,Real Sociedad B,1.7,4,01/07/2021 00:00,2022,2.8
FIFA22,210646,IF Elfsborg,1.4,3,22/02/2021 00:00,2024,1.9
FIFA22,248075,FCSB (Steaua),1.7,7,31/07/2019 00:00,2024,2.5
FIFA22,248205,FC Lokomotiv Moscow,3,13,02/09/2021 00:00,2026,5.4
FIFA22,245293,Kashima Antlers,1.4,5,31/01/2021 00:00,2022,1.8
FIFA22,242554,New England Revolution,1.7,4,10/02/2018 00:00,2021,2.7
FIFA22,247076,Cagliari,1.9,14,25/01/2019 00:00,2023,3.4
FIFA22,204504,Willem II,1.1,5,01/07/2017 00:00,2020,1.7
FIFA22,193945,Beşiktaş JK,1.2,17,01/07/2009 00:00,2023,2.3
FIFA22,252014,VfL Bochum 1848,1.6,11,29/07/2020 00:00,2022,3
FIFA22,257784,Club Universidad Nacional,3.4,5,01/07/2020 00:00,2021,7.9
FIFA22,226157,SD Eibar,1.8,6,01/07/2021 00:00,2023,3
FIFA22,245157,SD Eibar,1.6,6,21/07/2021 00:00,2024,2.7
FIFA22,202095,AEK Athens,1.1,500,01/07/2017 00:00,2020,2.4
FIFA22,235799,SV Zulte Waregem,2,6,29/08/2019 00:00,2022,3.4
FIFA22,177934,Antalyaspor,1.1,9,04/09/2020 00:00,2021,2.2
FIFA22,198150,UD Ibiza,1.4,5,12/08/2021 00:00,2023,2.2
FIFA22,222225,Atakaş Hatayspor,1.2,7,11/01/2020 00:00,2022,2.4
FIFA22,235536,Tigres U.A.N.L.,3,16,01/01/2020 00:00,2022,5.4
FIFA22,198190,Preston North End,1.2,15,06/02/2021 00:00,2023,2.3
FIFA22,255934,FC Girondins de Bordeaux,3,8,30/08/2021 00:00,2026,6.6
FIFA22,227835,Fortuna Sittard,2,6,09/09/2019 00:00,2022,3.1
FIFA22,236170,Cruzeiro,1.1,8,01/02/2016 00:00,2022,2.1
FIFA22,236599,CD Tenerife,3.2,5,23/08/2019 00:00,2022,5.8
FIFA22,219864,Gimnàstic de Tarragona,1.3,4,31/01/2019 00:00,2020,2.2
FIFA22,182091,Sydney FC,1.2,6,24/07/2019 00:00,2022,1.5
FIFA22,245762,İstanbul Başakşehir FK,3.2,14,04/07/2021 00:00,2025,7
FIFA22,188271,Valenciennes FC,1.1,4,04/08/2021 00:00,2023,1.9
FIFA22,221552,SK Brann,1.2,3,08/08/2021 00:00,2025,1.5
FIFA22,204043,Dinamo Zagreb,1.1,500,31/08/2021 00:00,2023,2.4
FIFA22,240057,Paris FC,1.2,4,01/07/2017 00:00,2024,2.1
FIFA22,222153,Perugia,1.2,3,01/07/2016 00:00,2021,1.9
FIFA22,201895,Austin FC,1.8,4,05/01/2021 00:00,2021,2.7
FIFA22,222692,1. FC Köln,1.7,12,01/07/2018 00:00,2022,3.2
FIFA22,248095,FCSB (Steaua),1.2,8,12/01/2021 00:00,2025,1.7
FIFA22,227513,América de Cali,1.8,2,22/01/2020 00:00,2022,2.6
FIFA22,252108,RSC Anderlecht,3.3,6,01/07/2019 00:00,2024,7
FIFA22,239041,Kashima Antlers,1.9,5,04/01/2020 00:00,2022,2.6
FIFA22,245341,Colorado Rapids,3,2,10/08/2018 00:00,2022,5.1
FIFA22,235770,Blackburn Rovers,2.1,15,01/02/2021 00:00,2025,4.4
FIFA22,197240,Örebro SK,1.4,3,13/07/2021 00:00,2024,1.8
FIFA22,212747,Defensa y Justicia,1.6,8,02/02/2021 00:00,2021,2.5
FIFA22,198538,Hammarby IF,1.2,3,15/07/2021 00:00,2024,1.5
FIFA22,244110,Górnik Zabrze,1.5,5,30/05/2018 00:00,2022,2
FIFA22,242249,Argentinos Juniors,3.4,5,01/01/2018 00:00,2023,7.2
FIFA22,237936,Standard de Liège,3.1,8,23/07/2021 00:00,2025,5.3
FIFA22,245715,Leeds United,3.1,23,01/07/2017 00:00,2024,6.5
FIFA22,182837,Luton Town,1.4,8,26/09/2018 00:00,2021,2.7
FIFA22,255736,SK Rapid Wien,2.2,12,06/02/2020 00:00,2023,3.7
FIFA22,213948,Huddersfield Town,1.5,6,25/01/2021 00:00,2024,2.8
FIFA22,221855,Shandong Taishan,1.4,10,01/01/2012 00:00,2021,2.2
FIFA22,230654,Portimonense SC,2.1,4,01/08/2020 00:00,2021,3
FIFA22,219553,Club Cerro Porteño,1.4,550,13/02/2020 00:00,2021,3
FIFA22,253077,Ferencvárosi TC,1.3,550,03/07/2018 00:00,2022,2.9
FIFA22,225441,Bristol City,2.1,14,01/08/2019 00:00,2023,4.1
FIFA22,209701,GZT Giresunspor,1.3,7,24/07/2021 00:00,2022,2.6
FIFA22,223229,CFR Cluj,2,7,25/09/2020 00:00,2022,3
FIFA22,193092,Melbourne Victory,1.4,5,22/01/2020 00:00,2022,1.8
FIFA22,234660,Dalian Professional Football Club,1.6,7,18/09/2020 00:00,2021,2.6
FIFA22,208455,Suwon Samsung Bluewings,1.2,3,01/01/2017 00:00,2021,1.5
FIFA22,193632,BB Erzurumspor,1.4,8,19/08/2020 00:00,2022,2.7
FIFA22,200433,Hannover 96,1.4,14,30/08/2021 00:00,2023,2.2
FIFA22,230747,PAOK,1.7,600,30/06/2021 00:00,2024,3.9
FIFA22,173735,Aston Villa,1,22,31/01/2017 00:00,2021,1.9
FIFA22,226167,Hannover 96,1.7,11,19/07/2021 00:00,2023,2.8
FIFA22,210380,Hajduk Split,1.4,600,06/08/2020 00:00,2023,3.1
FIFA22,259191,Oud-Heverlee Leuven,2.2,7,05/10/2020 00:00,2023,3.7
FIFA22,230817,AC Monza,2.1,2,01/09/2020 00:00,2024,3.5
FIFA22,229064,Adana Demirspor,1.8,8,16/01/2019 00:00,2024,3.7
FIFA22,245586,FC Zürich,3,7,30/06/2021 00:00,2024,5
FIFA22,232826,Club Atlético Talleres,1.9,7,05/11/2020 00:00,2024,3
FIFA22,223147,SV Sandhausen,1.4,5,01/07/2019 00:00,2022,2.2
FIFA22,197376,FC Erzgebirge Aue,1.3,5,01/07/2016 00:00,2023,2
FIFA22,246335,Chicago Fire Football Club,3.2,3,06/08/2021 00:00,2021,5.3
FIFA22,205559,Gazişehir Gaziantep F.K.,1.4,8,01/10/2020 00:00,2022,2.8
FIFA22,255256,Defensa y Justicia,2.7,6,05/02/2020 00:00,2023,4.6
FIFA22,231614,Holstein Kiel,2.1,11,03/01/2020 00:00,2023,3.5
FIFA22,200773,Vitória de Guimarães,1.2,5,28/08/2017 00:00,2021,2.5
FIFA22,239571,1. FC Nürnberg,2.1,5,04/07/2019 00:00,2022,3.8
FIFA22,182130,Columbus Crew,1.2,5,05/10/2020 00:00,2020,1.8
FIFA22,243918,Clube Sport Marítimo,2.9,4,02/07/2021 00:00,2026,6.7
FIFA22,244147,CFR Cluj,1.8,8,01/07/2013 00:00,2024,2.7
FIFA22,246055,KRC Genk,2.1,6,04/01/2021 00:00,2023,3.6
FIFA22,221403,Denizlispor,1.2,11,16/09/2020 00:00,2021,2.3
FIFA22,238137,Cerezo Osaka,1.2,5,08/01/2016 00:00,2022,1.6
FIFA22,260040,FC Dallas,3.1,4,01/01/2020 00:00,2022,5.3
FIFA22,243793,Vejle Boldklub,2.1,5,31/01/2017 00:00,2022,2.8
FIFA22,227584,Çaykur Rizespor,1.3,7,28/01/2019 00:00,2022,2.6
FIFA22,207746,Stade Malherbe Caen,1.3,4,02/09/2019 00:00,2021,2.3
FIFA22,204956,Hajduk Split,1.4,600,16/07/2018 00:00,2022,3.1
FIFA22,233125,FC St. Pauli,1.8,9,10/08/2021 00:00,2024,2.9
FIFA22,214208,Club Independiente Santa Fe,1.2,2,11/01/2021 00:00,2026,1.6
FIFA22,199748,Malmö FF,1.3,4,16/07/2019 00:00,2023,1.7
FIFA22,261306,FC Girondins de Bordeaux,2.8,6,30/01/2020 00:00,2024,6.2
FIFA22,242081,Boca Juniors,3.1,6,01/01/2018 00:00,2022,5
FIFA22,244932,Deportivo Toluca,3.1,8,01/07/2017 00:00,2021,5.9
FIFA22,228600,Málaga CF,1.9,5,01/07/2021 00:00,2023,3.2
FIFA22,213905,Blackburn Rovers,1.8,20,13/07/2019 00:00,2023,3.6
FIFA22,227622,Toulouse Football Club,1.9,4,19/10/2020 00:00,2023,3.5
FIFA22,258632,Crotone,2.1,6,05/09/2020 00:00,2023,3.8
FIFA22,220521,Universitatea Craiova,1.5,7,08/08/2019 00:00,2022,2.1
FIFA22,204895,CFR Cluj,1.5,9,06/09/2016 00:00,2022,2.1
FIFA22,223962,SC Heerenveen,2,4,18/07/2018 00:00,2022,3.3
FIFA22,215735,Club The Strongest,1.4,650,20/01/2020 00:00,2021,3
FIFA22,218747,Altay SK,1.3,7,13/08/2021 00:00,2022,2.5
FIFA22,203026,LASK Linz,1.1,12,02/09/2019 00:00,2022,1.7
FIFA22,192001,Club Necaxa,1.5,6,01/01/2019 00:00,2022,2.6
FIFA22,241002,Odense Boldklub,2.8,7,01/08/2020 00:00,2024,4.1
FIFA22,236405,Real Zaragoza,1.5,5,01/07/2017 00:00,2022,2.5
FIFA22,230824,AC Monza,3.1,2,22/09/2020 00:00,2022,5.6
FIFA22,241419,Derby County,2.9,5,20/09/2017 00:00,2024,6.1
FIFA22,234945,SSV Jahn Regensburg,1.9,5,01/07/2019 00:00,2022,3.1
FIFA22,234949,Lech Poznań,1.4,6,20/07/2018 00:00,2022,2
FIFA22,230912,Genoa,2.2,7,01/07/2015 00:00,2023,4.4
FIFA22,197062,Melbourne City FC,1.1,6,18/01/2021 00:00,2024,1.4
FIFA22,245084,Parma,2.1,9,05/10/2020 00:00,2025,4.2
FIFA22,211982,F.C. Hansa Rostock,1.5,6,01/07/2019 00:00,2024,2.4
FIFA22,237005,Western Sydney Wanderers,1.7,4,24/12/2016 00:00,2022,2.3
FIFA22,211240,Paris FC,1.4,5,27/06/2017 00:00,2022,2.5
FIFA22,238497,BSC Young Boys,1.8,8,01/07/2019 00:00,2023,2.8
FIFA22,244602,FC Utrecht,3.1,7,01/07/2018 00:00,2024,5.3
FIFA22,255055,AEK Athens,1.3,600,01/07/2015 00:00,2024,2.9
FIFA22,194015,Hannover 96,1.1,12,02/08/2021 00:00,2023,1.8
FIFA22,184480,West Bromwich Albion,1.2,36,01/09/2016 00:00,2021,2.4
FIFA22,173436,Swansea City,1.1,14,02/06/2009 00:00,2025,1.6
FIFA22,229949,Wuhan FC,1.5,7,03/07/2021 00:00,2026,2.3
FIFA22,259789,Unión de Santa Fe,3.1,6,26/10/2020 00:00,2023,5.3
FIFA22,234916,Al Fayha,1.8,10,19/08/2019 00:00,2022,3.1
FIFA22,233520,1. FC Magdeburg,1.7,3,05/01/2021 00:00,2022,2.6
FIFA22,181699,Ulsan Hyundai FC,1,5,10/07/2018 00:00,2021,1.3
FIFA22,239458,FC Midtjylland,2.8,11,01/07/2017 00:00,2022,4.2
FIFA22,246918,CA Osasuna,2.9,10,08/07/2019 00:00,2022,6.7
FIFA22,214718,Altay SK,1.5,7,23/07/2021 00:00,2026,2.9
FIFA22,222697,Suwon Samsung Bluewings,1.2,3,27/08/2020 00:00,2023,1.5
FIFA22,224049,Godoy Cruz,1.6,5,13/07/2021 00:00,2023,2.5
FIFA22,246387,Montpellier Hérault SC,1.8,10,02/01/2019 00:00,2023,3.7
FIFA22,240561,Panathinaikos FC,2.8,500,24/08/2016 00:00,2022,6.7
FIFA22,235024,Real Madrid CF,3.1,44,01/07/2016 00:00,2022,7
FIFA22,198635,Gamba Osaka,1.4,7,25/03/2021 00:00,2022,1.8
FIFA22,179712,D.C. United,1,5,08/08/2017 00:00,2019,1.5
FIFA22,230092,Kashiwa Reysol,1.7,5,23/03/2021 00:00,2025,2.3
FIFA22,198731,Clermont Foot 63,1.4,10,19/07/2021 00:00,2023,2.8
FIFA22,199761,FC Schalke 04,1.2,6,01/07/2021 00:00,2023,1.9
FIFA22,242088,Kawasaki Frontale,1.8,7,01/01/2018 00:00,2022,2.5
FIFA22,233591,CD Tenerife,1.3,5,16/08/2020 00:00,2022,2.1
FIFA22,189207,Fatih Karagümrük S.K.,1.1,7,04/08/2021 00:00,2023,2.2
FIFA22,189300,Legia Warszawa,1.2,5,01/07/2021 00:00,2022,1.7
FIFA22,203699,AC Ajaccio,1.1,4,08/09/2020 00:00,2023,1.9
FIFA22,258698,Belenenses SAD,3.4,3,08/09/2020 00:00,2024,9.3
FIFA22,176841,Birmingham City,1.1,12,03/01/2017 00:00,2022,2.1
FIFA22,241498,Pachuca,1.5,9,01/07/2019 00:00,2024,2.6
FIFA22,261145,Dinamo Zagreb,3.1,500,04/02/2021 00:00,2026,7.4
FIFA22,183982,Nîmes Olympique,1.1,12,31/01/2020 00:00,2021,2.2
FIFA22,201890,Incheon United FC,1.4,3,04/02/2021 00:00,2022,1.8
FIFA22,246716,K Beerschot VA,1.6,6,24/07/2020 00:00,2025,2.4
FIFA22,248808,Bologna,3.2,7,24/09/2020 00:00,2024,7.4
FIFA22,242768,Ferencvárosi TC,2,500,12/02/2021 00:00,2023,4.6
FIFA22,232162,Western Sydney Wanderers,1.5,5,07/05/2021 00:00,2022,2
FIFA22,225541,Fulham,1.8,25,31/07/2017 00:00,2024,3.4
FIFA22,242995,D.C. United,1.3,4,07/03/2018 00:00,2021,2
FIFA22,213030,Dijon FCO,1.4,3,14/02/2013 00:00,2022,2.5
FIFA22,178033,BB Erzurumspor,1.2,7,13/08/2020 00:00,2021,2.3
FIFA22,234688,FC Luzern,1.8,8,02/07/2021 00:00,2024,2.8
FIFA22,214606,Boavista FC,1.4,8,20/09/2020 00:00,2025,2.9
FIFA22,202271,FC Zürich,1.4,9,28/07/2021 00:00,2023,2
FIFA22,231301,Club Bolívar,1.8,550,01/01/2014 00:00,2022,4
FIFA22,201363,Udinese Calcio,1.5,9,01/02/2016 00:00,2022,2.5
FIFA22,195838,Chennaiyin FC,1.1,1,03/09/2019 00:00,2022,1.5
FIFA22,201967,Al Fateh,1.4,15,01/09/2019 00:00,2022,2.3
FIFA22,206126,Gençlerbirliği SK,1.2,10,26/08/2016 00:00,2018,2.3
FIFA22,255943,Legia Warszawa,2.8,5,01/09/2021 00:00,2025,4.5
FIFA22,204677,Orlando City Soccer Club,1.2,4,07/02/2018 00:00,2021,1.8
FIFA22,220915,Benevento,2,9,07/01/2020 00:00,2023,3.8
FIFA22,208158,Club Atlético Aldosivi,1.6,7,12/07/2019 00:00,2021,2.4
FIFA22,204847,Coventry City,1.3,10,31/08/2021 00:00,2023,2.5
FIFA22,252930,Málaga CF,2.9,3,01/07/2019 00:00,2022,5.2
FIFA22,215412,Hull City,1.6,7,08/08/2019 00:00,2022,3.1
FIFA22,258949,RCD Espanyol de Barcelona,3.4,7,01/08/2020 00:00,2024,7.8
FIFA22,212126,Brescia,1.7,2,02/02/2021 00:00,2022,2.8
FIFA22,220938,Clube Sport Marítimo,1.5,6,31/01/2018 00:00,2022,3.2
FIFA22,232786,1. FC Union Berlin,2.1,12,30/04/2021 00:00,2024,3.9
FIFA22,250835,K Beerschot VA,2.1,6,23/08/2018 00:00,2022,3.2
FIFA22,252863,Dijon FCO,1.7,6,15/08/2019 00:00,2022,3.5
FIFA22,234172,Oud-Heverlee Leuven,1.3,7,19/08/2020 00:00,2022,2
FIFA22,171524,RB Leipzig,1.1,20,14/01/2015 00:00,2019,1.8
FIFA22,214327,Atlético Nacional,1.2,3,24/01/2018 00:00,2021,1.7
FIFA22,232861,Yokohama F. Marinos,1.2,7,04/01/2020 00:00,2022,1.6
FIFA22,218743,CS Emelec,1.7,550,01/01/2020 00:00,2021,3.8
FIFA22,206317,Celtic,1.2,22,30/08/2013 00:00,2023,2.2
FIFA22,257191,1. FSV Mainz 05,3,9,31/07/2021 00:00,2024,6
FIFA22,239350,Peterborough United,2.1,7,22/06/2018 00:00,2022,4
FIFA22,255233,FC Groningen,3.3,3,06/08/2018 00:00,2025,6.8
FIFA22,219979,Vancouver Whitecaps FC,1.7,4,28/02/2020 00:00,2022,2.6
FIFA22,213778,Lillestrøm SK,1.4,3,12/02/2018 00:00,2022,1.8
FIFA22,212613,Racing Club de Lens,1.7,14,01/07/2021 00:00,2026,3.5
FIFA22,246044,Rayo Vallecano,3.2,8,01/07/2019 00:00,2024,7.7
FIFA22,246688,Al Ittihad,3,11,10/01/2018 00:00,2022,5.7
FIFA22,257307,KV Oostende,3.1,5,16/07/2020 00:00,2023,5.1
FIFA22,237340,Shimizu S-Pulse,1.7,3,20/02/2020 00:00,2024,2.3
FIFA22,237152,FC Groningen,2,5,31/08/2021 00:00,2026,3.1
FIFA22,251387,Columbus Crew,3.1,4,02/07/2019 00:00,2022,5.3
FIFA22,239439,Norwich City,3.1,14,27/07/2020 00:00,2024,6.8
FIFA22,234108,Club Atlas,3.1,6,30/07/2018 00:00,2023,5.9
FIFA22,240131,Rio Ave FC,1.9,5,25/07/2017 00:00,2022,4.1
FIFA22,242426,Junior FC,2.2,2,29/07/2019 00:00,2022,3.5
FIFA22,252580,Antalyaspor,3.1,7,21/03/2019 00:00,2024,6.8
FIFA22,209984,Vitória de Guimarães,1.3,5,18/07/2019 00:00,2022,2.8
FIFA22,241168,KAA Gent,3.1,8,30/08/2017 00:00,2023,5.3
FIFA22,253213,U.S. Sassuolo Calcio,1.9,13,22/06/2020 00:00,2024,3.4
FIFA22,247050,FC Viktoria Plzeň,3.1,500,01/07/2017 00:00,2023,7.4
FIFA22,214906,Preston North End,1.2,15,21/06/2018 00:00,2022,2.3
FIFA22,225572,Club Deportes Tolima,1.7,1,01/07/2014 00:00,2021,2.4
FIFA22,229286,SV Darmstadt 98,1.9,7,01/07/2019 00:00,2022,3.1
FIFA22,236752,Altay SK,1.8,8,27/07/2021 00:00,2022,3.6
FIFA22,190516,FC Nantes,1.1,12,17/08/2017 00:00,2021,2.1
FIFA22,248113,Columbus Crew,3.1,3,08/03/2021 00:00,2021,5.3
FIFA22,242448,FC Arouca,2.2,4,03/08/2019 00:00,2022,5.1
FIFA22,234890,Chievo Verona,1.5,2,21/10/2020 00:00,2022,2.4
FIFA22,203780,US Salernitana 1919,1.3,18,01/09/2020 00:00,2023,2.3
FIFA22,238759,SC Farense,2.7,3,12/08/2020 00:00,2024,6.2
FIFA22,261478,FC Utrecht,3.2,7,01/07/2021 00:00,2025,5.4
FIFA22,190311,Nottingham Forest,1.2,24,16/08/2020 00:00,2023,2.3
FIFA22,243586,Atakaş Hatayspor,1.4,8,20/08/2021 00:00,2023,2.8
FIFA22,188107,Shijiazhuang Ever Bright F.C.,1.4,5,19/04/2021 00:00,2021,2.2
FIFA22,241783,New York City FC,2.2,4,08/01/2020 00:00,2021,3.7
FIFA22,215266,Club Atlético Central Córdoba,1.4,7,03/09/2021 00:00,2022,2
FIFA22,207954,Eintracht Braunschweig,1.2,4,01/01/2021 00:00,2024,1.7
FIFA22,253281,Club Atlético Peñarol,2.2,550,15/04/2021 00:00,2021,5.3
FIFA22,212830,FC Midtjylland,1.7,13,28/07/2015 00:00,2022,2.3
FIFA22,252397,Kawasaki Frontale,1.6,7,13/08/2021 00:00,2022,2.2
FIFA22,229271,1. FC Nürnberg,1.9,7,31/08/2020 00:00,2026,3.2
FIFA22,221793,Hannover 96,1.5,13,04/09/2020 00:00,2023,2.4
FIFA22,189263,Fatih Karagümrük S.K.,1.2,7,07/07/2021 00:00,2022,2.4
FIFA22,244213,Demir Grup Sivasspor,1.4,10,04/08/2020 00:00,2022,2.8
FIFA22,200425,FC Groningen,1.2,5,19/01/2021 00:00,2024,1.7
FIFA22,214343,Junior FC,1.2,2,01/01/2020 00:00,2021,1.7
FIFA22,213694,Boavista FC,1.5,8,22/07/2021 00:00,2023,3.2
FIFA22,255699,Real Oviedo,2.2,5,17/07/2021 00:00,2023,4
FIFA22,208462,FC Twente,1.4,5,01/07/2021 00:00,2024,2.2
FIFA22,198437,Millwall,1.4,9,01/01/2019 00:00,2022,2.7
FIFA22,205618,KV Mechelen,1.6,7,07/10/2020 00:00,2025,2.5
FIFA22,226793,New England Revolution,1.2,4,12/08/2020 00:00,2021,1.8
FIFA22,239608,SD Eibar,1.9,5,01/07/2021 00:00,2023,3.2
FIFA22,226668,Arsenal de Sarandí,1.2,6,13/07/2021 00:00,2022,1.7
FIFA22,215480,Standard de Liège,1.7,8,01/07/2019 00:00,2023,2.7
FIFA22,218343,Aberdeen,1.7,5,01/07/2019 00:00,2022,3.1
FIFA22,258590,Kasimpaşa SK,1.8,7,02/09/2020 00:00,2023,3.7
FIFA22,241746,Al Ain FC,1.5,550,28/07/2021 00:00,2023,3.3
FIFA22,202535,RZ Pellets Wolfsberger AC,1.3,9,08/01/2021 00:00,2022,1.9
FIFA22,189447,Lech Poznań,1.2,6,01/07/2021 00:00,2023,1.7
FIFA22,202799,Birmingham City,1.6,11,01/07/2021 00:00,2023,3.2
FIFA22,164469,Aston Villa,1,20,01/10/2003 00:00,2022,1.9
FIFA22,250883,SD Huesca,2.2,6,06/07/2021 00:00,2024,4
FIFA22,243806,Vitesse,1.5,9,01/07/2018 00:00,2022,2.3
FIFA22,227732,Stade de Reims,1.9,11,01/07/2020 00:00,2024,3.9
FIFA22,231910,Suwon Samsung Bluewings,1.8,4,01/01/2016 00:00,2022,2.4
FIFA22,233400,Philadelphia Union,1.6,4,12/02/2020 00:00,2021,2.5
FIFA22,256781,Borussia Mönchengladbach,3.4,3,06/08/2021 00:00,2026,7.9
FIFA22,203398,LA Galaxy,1.3,4,06/03/2021 00:00,2022,2
FIFA22,239303,Boavista FC,1.6,8,01/07/2018 00:00,2023,3.5
FIFA22,242389,CD Tondela,2,4,21/08/2020 00:00,2023,4.4
FIFA22,187157,Coventry City,1.4,12,06/08/2019 00:00,2022,2.7
FIFA22,256674,SC Paderborn 07,2.8,7,15/09/2020 00:00,2022,5
FIFA22,206601,AC Monza,1.3,3,13/07/2019 00:00,2022,2.1
FIFA22,220395,CF Fuenlabrada,1.9,4,23/08/2020 00:00,2024,3.2
FIFA22,215487,KV Mechelen,2,8,01/07/2018 00:00,2024,3.2
FIFA22,229831,Club León,2,9,20/07/2019 00:00,2022,3.6
FIFA22,229923,Hannover 96,1.8,13,01/07/2021 00:00,2024,3
FIFA22,211323,Fútbol Club Juárez,1.7,5,31/01/2021 00:00,2021,3
FIFA22,250902,Gazişehir Gaziantep F.K.,1.2,7,09/01/2019 00:00,2023,2.4
FIFA22,238505,Celtic,3.1,20,01/07/2016 00:00,2025,6.2
FIFA22,223624,CD Feirense,1.1,7,31/01/2019 00:00,2020,2.2
FIFA22,256158,Club Necaxa,3,6,01/07/2021 00:00,2025,5.7
FIFA22,233825,Club Atlético Colón,1.8,7,08/01/2016 00:00,2022,2.8
FIFA22,247933,Portland Timbers,3.4,3,29/07/2021 00:00,2025,5.8
FIFA22,243378,Hamburger SV,2.3,7,01/07/2018 00:00,2022,4.1
FIFA22,247678,LA Galaxy,2.9,2,01/03/2019 00:00,2025,4.9
FIFA22,250818,Beijing Guoan FC,3.1,10,30/07/2021 00:00,2025,5.4
FIFA22,248564,AZ Alkmaar,3.1,5,27/08/2019 00:00,2023,5.3
FIFA22,189437,Legia Warszawa,1.1,6,20/07/2017 00:00,2019,1.5
FIFA22,255654,AC Milan,3.3,11,05/08/2020 00:00,2025,7.7
FIFA22,240743,Club Atlético Central Córdoba,1.6,7,24/07/2018 00:00,2022,2.4
FIFA22,258898,Antalyaspor,3.3,5,15/08/2020 00:00,2025,8.7
FIFA22,192071,AC Monza,1.3,3,29/01/2021 00:00,2023,2.1
FIFA22,215927,FC Nantes,1.4,13,09/01/2020 00:00,2022,2.8
FIFA22,234051,Villarreal CF,1.6,10,01/07/2016 00:00,2020,3.8
FIFA22,230253,RB Bragantino,1.5,6,05/07/2021 00:00,2024,2.9
FIFA22,251342,Holstein Kiel,2.8,11,30/08/2021 00:00,2025,5
FIFA22,209503,FC Twente,1.9,5,09/09/2019 00:00,2022,2.8
FIFA22,252830,Vitória de Guimarães,2.1,6,15/08/2019 00:00,2023,4.6
FIFA22,222165,Fortuna Sittard,2.8,6,01/07/2020 00:00,2024,4.6
FIFA22,231743,Aston Villa,2.2,25,01/12/2015 00:00,2024,4.6
FIFA22,253061,Los Angeles FC,3.4,3,07/08/2019 00:00,2022,7.2
FIFA22,210404,GZT Giresunspor,1.4,8,18/08/2021 00:00,2023,2.7
FIFA22,244176,Royale Union Saint-Gilloise,2,8,03/07/2020 00:00,2023,3.1
FIFA22,244560,Club Universidad Nacional,3.1,6,01/07/2018 00:00,2024,5.9
FIFA22,220358,Club Atlético Tigre,1.7,7,11/08/2020 00:00,2021,2.6
FIFA22,205963,Moreirense FC,1.1,7,25/07/2018 00:00,2020,2.3
FIFA22,214193,Club Independiente Santa Fe,1.2,2,07/01/2020 00:00,2021,1.6
FIFA22,252551,Olympiacos CFP,2.9,500,09/07/2019 00:00,2024,6.7
FIFA22,224890,Yukatel Kayserispor,1.5,8,04/08/2021 00:00,2022,3
FIFA22,258271,RC Celta de Vigo,3.1,8,15/08/2020 00:00,2025,7.1
FIFA22,246949,Real Sporting de Gijón,2.2,5,01/02/2021 00:00,2025,4
FIFA22,237075,Aberdeen,1.4,5,01/07/2021 00:00,2023,2.5
FIFA22,234924,Amiens SC,1.9,3,02/02/2021 00:00,2022,3.6
FIFA22,262394,AZ Alkmaar,2.9,4,01/07/2021 00:00,2026,4.9
FIFA22,232900,LASK Linz,1.4,14,01/07/2021 00:00,2024,2.1
